Exp,x1,p1,t1,x2,p2,t2,N,k
Ericson15,33.33,1,0.5,133.33,1,0.75,5,3
Ericson15,33.33,1,0.5,133.33,1,1,3,0
Ericson15,33.33,1,0.5,133.33,1,1.25,7,0
Ericson15,40,1,0,42,1,0.25,10,10
Ericson15,40,1,0,42,1,0.5,3,3
Ericson15,40,1,0,42,1,0.75,9,9
Ericson15,40,1,0.25,42,1,0.5,6,6
Ericson15,40,1,0.25,42,1,0.75,5,5
Ericson15,40,1,0.25,42,1,1,3,3
Ericson15,40,1,0.5,42,1,0.75,4,4
Ericson15,40,1,0.5,42,1,1,9,9
Ericson15,40,1,0.5,42,1,1.25,7,7
Ericson15,40,1,0,50,1,0.25,4,4
Ericson15,40,1,0,50,1,0.5,8,7
Ericson15,40,1,0,50,1,0.75,4,4
Ericson15,40,1,0.25,50,1,0.5,2,1
Ericson15,40,1,0.25,50,1,0.75,7,6
Ericson15,40,1,0.25,50,1,1,7,6
Ericson15,40,1,0.5,50,1,0.75,7,4
Ericson15,40,1,0.5,50,1,1,6,6
Ericson15,40,1,0.5,50,1,1.25,8,6
Ericson15,50,1,0,50.5,1,0.25,7,7
Ericson15,50,1,0,50.5,1,0.5,5,5
Ericson15,50,1,0,50.5,1,0.75,3,3
Ericson15,50,1,0.25,50.5,1,0.5,8,8
Ericson15,50,1,0.25,50.5,1,0.75,6,6
Ericson15,50,1,0.25,50.5,1,1,7,7
Ericson15,50,1,0.5,50.5,1,0.75,6,5
Ericson15,50,1,0.5,50.5,1,1,7,7
Ericson15,50,1,0.5,50.5,1,1.25,6,6
Ericson15,50,1,0,55,1,0.25,1,0
Ericson15,50,1,0,55,1,0.5,6,6
Ericson15,50,1,0,55,1,0.75,6,6
Ericson15,50,1,0.25,55,1,0.5,7,7
Ericson15,50,1,0.25,55,1,0.75,9,8
Ericson15,50,1,0.25,55,1,1,8,8
Ericson15,50,1,0.5,55,1,0.75,12,10
Ericson15,50,1,0.5,55,1,1,3,3
Ericson15,50,1,0.5,55,1,1.25,10,9
Ericson15,50,1,0,100,1,0.25,9,4
Ericson15,50,1,0,100,1,0.5,4,2
Ericson15,50,1,0,100,1,0.75,7,6
Ericson15,50,1,0.25,100,1,0.5,5,3
Ericson15,50,1,0.25,100,1,0.75,3,1
Ericson15,50,1,0.25,100,1,1,5,5
Ericson15,50,1,0.5,100,1,0.75,7,3
Ericson15,50,1,0.5,100,1,1,4,3
Ericson15,50,1,0.5,100,1,1.25,4,2
Ericson15,50,1,0,150,1,0.25,5,3
Ericson15,50,1,0,150,1,0.5,4,3
Ericson15,50,1,0,150,1,0.75,7,4
Ericson15,50,1,0.25,150,1,0.5,8,1
Ericson15,50,1,0.25,150,1,0.75,4,2
Ericson15,50,1,0.25,150,1,1,4,2
Ericson15,50,1,0.5,150,1,0.75,7,1
Ericson15,50,1,0.5,150,1,1,10,3
Ericson15,50,1,0.5,150,1,1.25,3,2
Ericson15,100,1,0,101,1,0.25,5,5
Ericson15,100,1,0,101,1,0.5,4,4
Ericson15,100,1,0,101,1,0.75,7,7
Ericson15,100,1,0.25,101,1,0.5,3,3
Ericson15,100,1,0.25,101,1,0.75,9,8
Ericson15,100,1,0.25,101,1,1,3,3
Ericson15,100,1,0.5,101,1,0.75,5,5
Ericson15,100,1,0.5,101,1,1,8,8
Ericson15,100,1,0.5,101,1,1.25,6,6
Ericson15,100,1,0,105,1,0.25,5,4
Ericson15,100,1,0,105,1,0.5,5,5
Ericson15,100,1,0,105,1,0.75,8,8
Ericson15,100,1,0.25,105,1,0.5,8,7
Ericson15,100,1,0.25,105,1,0.75,4,4
Ericson15,100,1,0.25,105,1,1,7,7
Ericson15,100,1,0.5,105,1,0.75,3,3
Ericson15,100,1,0.5,105,1,1,3,3
Ericson15,100,1,0.5,105,1,1.25,2,2
Ericson15,100,1,0,110,1,0.25,6,6
Ericson15,100,1,0,110,1,0.5,4,4
Ericson15,100,1,0,110,1,0.75,4,4
Ericson15,100,1,0.25,110,1,0.5,5,5
Ericson15,100,1,0.25,110,1,0.75,6,4
Ericson15,100,1,0.25,110,1,1,7,7
Ericson15,100,1,0.5,110,1,0.75,8,7
Ericson15,100,1,0.5,110,1,1,4,3
Ericson15,100,1,0.5,110,1,1.25,4,4
Ericson15,100,1,0,150,1,0.25,11,9
Ericson15,100,1,0,150,1,0.5,11,5
Ericson15,100,1,0,150,1,0.75,7,5
Ericson15,100,1,0.25,150,1,0.5,4,3
Ericson15,100,1,0.25,150,1,0.75,7,6
Ericson15,100,1,0.25,150,1,1,7,5
Ericson15,100,1,0.5,150,1,0.75,7,3
Ericson15,100,1,0.5,150,1,1,7,5
Ericson15,100,1,0.5,150,1,1.25,7,6
Ericson15,100,1,0,200,1,0.25,5,1
Ericson15,100,1,0,200,1,0.5,2,1
Ericson15,100,1,0,200,1,0.75,6,3
Ericson15,100,1,0.25,200,1,0.5,7,2
Ericson15,100,1,0.25,200,1,0.75,9,7
Ericson15,100,1,0.25,200,1,1,6,6
Ericson15,100,1,0.5,200,1,0.75,3,1
Ericson15,100,1,0.5,200,1,1,7,3
Ericson15,100,1,0.5,200,1,1.25,11,6
Ericson15,166.67,1,0,666.67,1,0.25,4,0
Ericson15,166.67,1,0,666.67,1,0.5,4,3
Ericson15,166.67,1,0,666.67,1,0.75,6,3
Ericson15,166.67,1,0.25,666.67,1,0.5,4,1
Ericson15,166.67,1,0.25,666.67,1,0.75,9,4
Ericson15,166.67,1,0.25,666.67,1,1,4,1
Ericson15,166.67,1,0.5,666.67,1,0.75,3,1
Ericson15,166.67,1,0.5,666.67,1,1,5,0
Ericson15,166.67,1,0.5,666.67,1,1.25,11,1
Ericson15,200,1,0,202,1,0.25,4,4
Ericson15,200,1,0,202,1,0.5,3,3
Ericson15,200,1,0,202,1,0.75,3,3
Ericson15,200,1,0.25,202,1,0.5,8,8
Ericson15,200,1,0.25,202,1,0.75,8,8
Ericson15,200,1,0.25,202,1,1,10,10
Ericson15,200,1,0.5,202,1,0.75,5,3
Ericson15,200,1,0.5,202,1,1,8,8
Ericson15,200,1,0.5,202,1,1.25,4,3
Ericson15,200,1,0,210,1,0.25,5,4
Ericson15,200,1,0,210,1,0.5,7,7
Ericson15,200,1,0,210,1,0.75,2,2
Ericson15,200,1,0.25,210,1,0.5,5,5
Ericson15,200,1,0.25,210,1,0.75,6,6
Ericson15,200,1,0.25,210,1,1,6,6
Ericson15,200,1,0.5,210,1,0.75,6,6
Ericson15,200,1,0.5,210,1,1,5,5
Ericson15,200,1,0.5,210,1,1.25,3,3
Ericson15,200,1,0,250,1,0.25,3,2
Ericson15,200,1,0,250,1,0.5,7,3
Ericson15,200,1,0,250,1,0.75,5,4
Ericson15,200,1,0.25,250,1,0.5,6,5
Ericson15,200,1,0.25,250,1,0.75,6,6
Ericson15,200,1,0.25,250,1,1,7,6
Ericson15,200,1,0.5,250,1,0.75,3,2
Ericson15,200,1,0.5,250,1,1,7,7
Ericson15,200,1,0.5,250,1,1.25,5,4
Ericson15,200,1,0,300,1,0.25,4,3
Ericson15,200,1,0,300,1,0.5,4,3
Ericson15,200,1,0,300,1,0.75,7,5
Ericson15,200,1,0.25,300,1,0.5,3,1
Ericson15,200,1,0.25,300,1,0.75,6,4
Ericson15,200,1,0.25,300,1,1,1,1
Ericson15,200,1,0.5,300,1,0.75,5,3
Ericson15,200,1,0.5,300,1,1,8,7
Ericson15,200,1,0.5,300,1,1.25,12,12
Ericson15,250,1,0,750,1,0.25,6,0
Ericson15,250,1,0,750,1,0.5,7,3
Ericson15,250,1,0,750,1,0.75,5,0
Ericson15,250,1,0.25,750,1,0.5,8,2
Ericson15,250,1,0.25,750,1,0.75,8,3
Ericson15,250,1,0.25,750,1,1,8,2
Ericson15,250,1,0.5,750,1,0.75,3,2
Ericson15,250,1,0.5,750,1,1,6,1
Ericson15,250,1,0.5,750,1,1.25,2,0
Ericson15,333.33,1,0,1333.33,1,0.25,7,3
Ericson15,333.33,1,0,1333.33,1,0.5,2,1
Ericson15,333.33,1,0,1333.33,1,0.75,3,0
Ericson15,333.33,1,0.25,1333.33,1,0.5,11,0
Ericson15,333.33,1,0.25,1333.33,1,0.75,8,1
Ericson15,333.33,1,0.25,1333.33,1,1,7,1
Ericson15,333.33,1,0.5,1333.33,1,0.75,5,3
Ericson15,333.33,1,0.5,1333.33,1,1,3,1
Ericson15,333.33,1,0.5,1333.33,1,1.25,5,2
Ericson15,400,1,0,500,1,0.25,5,2
Ericson15,400,1,0,500,1,0.5,7,7
Ericson15,400,1,0,500,1,0.75,2,2
Ericson15,400,1,0.25,500,1,0.5,10,2
Ericson15,400,1,0.25,500,1,0.75,8,5
Ericson15,400,1,0.25,500,1,1,4,4
Ericson15,400,1,0.5,500,1,0.75,10,6
Ericson15,400,1,0.5,500,1,1,9,7
Ericson15,400,1,0.5,500,1,1.25,2,2
Ericson15,500,1,0,505,1,0.25,6,6
Ericson15,500,1,0,505,1,0.5,3,3
Ericson15,500,1,0,505,1,0.75,5,4
Ericson15,500,1,0.25,505,1,0.5,8,7
Ericson15,500,1,0.25,505,1,0.75,4,4
Ericson15,500,1,0.25,505,1,1,2,2
Ericson15,500,1,0.5,505,1,0.75,3,3
Ericson15,500,1,0.5,505,1,1,10,10
Ericson15,500,1,0.5,505,1,1.25,7,7
Ericson15,500,1,0,550,1,0.25,3,3
Ericson15,500,1,0,550,1,0.5,4,4
Ericson15,500,1,0,550,1,0.75,10,10
Ericson15,500,1,0.25,550,1,0.5,5,5
Ericson15,500,1,0.25,550,1,0.75,3,3
Ericson15,500,1,0.25,550,1,1,4,4
Ericson15,500,1,0.5,550,1,0.75,4,3
Ericson15,500,1,0.5,550,1,1,3,3
Ericson15,500,1,0.5,550,1,1.25,4,4
Ericson15,500,1,0,1000,1,0.25,7,0
Ericson15,500,1,0,1000,1,0.5,5,3
Ericson15,500,1,0,1000,1,0.75,6,3
Ericson15,500,1,0.25,1000,1,0.5,9,4
Ericson15,500,1,0.25,1000,1,0.75,4,0
Ericson15,500,1,0.25,1000,1,1,6,4
Ericson15,500,1,0.5,1000,1,0.75,6,0
Ericson15,500,1,0.5,1000,1,1,2,1
Ericson15,500,1,0.5,1000,1,1.25,4,3
Ericson15,500,1,0,1500,1,0.25,5,1
Ericson15,500,1,0,1500,1,0.5,7,2
Ericson15,500,1,0,1500,1,0.75,6,0
Ericson15,500,1,0.25,1500,1,0.5,3,0
Ericson15,500,1,0.25,1500,1,0.75,7,3
Ericson15,500,1,0.25,1500,1,1,4,3
Ericson15,500,1,0.5,1500,1,0.75,4,1
Ericson15,500,1,0.5,1500,1,1,7,1
Ericson15,500,1,0.5,1500,1,1.25,4,3
Ericson15,1000,1,0,1010,1,0.25,6,6
Ericson15,1000,1,0,1010,1,0.5,4,4
Ericson15,1000,1,0,1010,1,0.75,5,5
Ericson15,1000,1,0.25,1010,1,0.5,7,7
Ericson15,1000,1,0.25,1010,1,0.75,8,7
Ericson15,1000,1,0.25,1010,1,1,4,4
Ericson15,1000,1,0.5,1010,1,0.75,5,4
Ericson15,1000,1,0.5,1010,1,1,7,7
Ericson15,1000,1,0.5,1010,1,1.25,3,3
Ericson15,1000,1,0,1050,1,0.25,8,6
Ericson15,1000,1,0,1050,1,0.5,2,1
Ericson15,1000,1,0,1050,1,0.75,9,9
Ericson15,1000,1,0.25,1050,1,0.5,6,5
Ericson15,1000,1,0.25,1050,1,0.75,8,8
Ericson15,1000,1,0.25,1050,1,1,5,4
Ericson15,1000,1,0.5,1050,1,0.75,13,10
Ericson15,1000,1,0.5,1050,1,1,2,2
Ericson15,1000,1,0.5,1050,1,1.25,3,3
Ericson15,1000,1,0,1100,1,0.25,5,3
Ericson15,1000,1,0,1100,1,0.5,7,6
Ericson15,1000,1,0,1100,1,0.75,4,3
Ericson15,1000,1,0.25,1100,1,0.5,5,4
Ericson15,1000,1,0.25,1100,1,0.75,6,6
Ericson15,1000,1,0.25,1100,1,1,5,5
Ericson15,1000,1,0.5,1100,1,0.75,3,2
Ericson15,1000,1,0.5,1100,1,1,6,6
Ericson15,1000,1,0.5,1100,1,1.25,5,4
Ericson15,1000,1,0,1500,1,0.25,9,3
Ericson15,1000,1,0,1500,1,0.5,9,6
Ericson15,1000,1,0,1500,1,0.75,3,2
Ericson15,1000,1,0.25,1500,1,0.5,12,9
Ericson15,1000,1,0.25,1500,1,0.75,6,2
Ericson15,1000,1,0.25,1500,1,1,7,4
Ericson15,1000,1,0.5,1500,1,0.75,5,2
Ericson15,1000,1,0.5,1500,1,1,6,4
Ericson15,1000,1,0.5,1500,1,1.25,10,9
Ericson15,1000,1,0,2000,1,0.25,5,2
Ericson15,1000,1,0,2000,1,0.5,4,2
Ericson15,1000,1,0,2000,1,0.75,6,2
Ericson15,1000,1,0.25,2000,1,0.5,4,1
Ericson15,1000,1,0.25,2000,1,0.75,3,0
Ericson15,1000,1,0.25,2000,1,1,4,4
Ericson15,1000,1,0.5,2000,1,0.75,4,1
Ericson15,1000,1,0.5,2000,1,1,3,2
Ericson15,1000,1,0.5,2000,1,1.25,8,4
Ericson15,2000,1,0,2100,1,0.25,8,8
Ericson15,2000,1,0,2100,1,0.5,8,7
Ericson15,2000,1,0,2100,1,0.75,7,5
Ericson15,2000,1,0.25,2100,1,0.5,4,3
Ericson15,2000,1,0.25,2100,1,0.75,1,1
Ericson15,2000,1,0.25,2100,1,1,5,5
Ericson15,2000,1,0.5,2100,1,0.75,3,3
Ericson15,2000,1,0.5,2100,1,1,7,7
Ericson15,2000,1,0.5,2100,1,1.25,5,5
Ericson15,2000,1,0,2500,1,0.25,6,5
Ericson15,2000,1,0,2500,1,0.5,1,1
Ericson15,2000,1,0,2500,1,0.75,4,4
Ericson15,2000,1,0.25,2500,1,0.5,4,4
Ericson15,2000,1,0.25,2500,1,0.75,6,4
Ericson15,2000,1,0.25,2500,1,1,7,6
Ericson15,2000,1,0.5,2500,1,0.75,8,6
Ericson15,2000,1,0.5,2500,1,1,3,1
Ericson15,2000,1,0.5,2500,1,1.25,6,6
Ericson15,2000,1,0,3000,1,0.25,6,2
Ericson15,2000,1,0,3000,1,0.5,6,3
Ericson15,2000,1,0,3000,1,0.75,3,0
Ericson15,2000,1,0.25,3000,1,0.5,4,2
Ericson15,2000,1,0.25,3000,1,0.75,6,1
Ericson15,2000,1,0.25,3000,1,1,2,1
Ericson15,2000,1,0.5,3000,1,0.75,9,2
Ericson15,2000,1,0.5,3000,1,1,3,2
Ericson15,2000,1,0.5,3000,1,1.25,8,4
Ericson15,4000,1,0,5000,1,0.25,10,8
Ericson15,4000,1,0,5000,1,0.5,2,1
Ericson15,4000,1,0,5000,1,0.75,4,4
Ericson15,4000,1,0.25,5000,1,0.5,4,0
Ericson15,4000,1,0.25,5000,1,0.75,6,3
Ericson15,4000,1,0.25,5000,1,1,2,1
Ericson15,4000,1,0.5,5000,1,0.75,7,2
Ericson15,4000,1,0.5,5000,1,1,5,2
Ericson15,4000,1,0.5,5000,1,1.25,8,5
Ericson15,5000,1,0,5050,1,0.25,3,3
Ericson15,5000,1,0,5050,1,0.5,4,3
Ericson15,5000,1,0,5050,1,0.75,2,2
Ericson15,5000,1,0.25,5050,1,0.5,4,4
Ericson15,5000,1,0.25,5050,1,0.75,5,5
Ericson15,5000,1,0.25,5050,1,1,5,5
Ericson15,5000,1,0.5,5050,1,0.75,5,2
Ericson15,5000,1,0.5,5050,1,1,4,4
Ericson15,5000,1,0.5,5050,1,1.25,7,7
Ericson15,5000,1,0,5500,1,0.25,8,7
Ericson15,5000,1,0,5500,1,0.5,3,3
Ericson15,5000,1,0,5500,1,0.75,6,5
Ericson15,5000,1,0.25,5500,1,0.5,3,3
Ericson15,5000,1,0.25,5500,1,0.75,4,2
Ericson15,5000,1,0.25,5500,1,1,6,4
Ericson15,5000,1,0.5,5500,1,0.75,3,1
Ericson15,5000,1,0.5,5500,1,1,6,5
Ericson15,5000,1,0.5,5500,1,1.25,5,4
Ericson15,10000,1,0,10100,1,0.25,5,4
Ericson15,10000,1,0,10100,1,0.5,5,5
Ericson15,10000,1,0,10100,1,0.75,6,6
Ericson15,10000,1,0.25,10100,1,0.5,7,7
Ericson15,10000,1,0.25,10100,1,0.75,5,4
Ericson15,10000,1,0.25,10100,1,1,5,5
Ericson15,10000,1,0.5,10100,1,0.75,4,4
Ericson15,10000,1,0.5,10100,1,1,4,4
Ericson15,10000,1,0.5,10100,1,1.25,7,6
Ericson15,10000,1,0,10500,1,0.25,7,5
Ericson15,10000,1,0,10500,1,0.5,5,4
Ericson15,10000,1,0,10500,1,0.75,4,4
Ericson15,10000,1,0.25,10500,1,0.5,6,6
Ericson15,10000,1,0.25,10500,1,0.75,5,4
Ericson15,10000,1,0.25,10500,1,1,3,3
Ericson15,10000,1,0.5,10500,1,0.75,7,5
Ericson15,10000,1,0.5,10500,1,1,3,2
Ericson15,10000,1,0.5,10500,1,1.25,5,4
Ericson15,10000,1,0,11000,1,0.25,2,1
Ericson15,10000,1,0,11000,1,0.5,4,4
Ericson15,10000,1,0,11000,1,0.75,5,2
Ericson15,10000,1,0.25,11000,1,0.5,3,2
Ericson15,10000,1,0.25,11000,1,0.75,7,6
Ericson15,10000,1,0.25,11000,1,1,12,9
Ericson15,10000,1,0.5,11000,1,0.75,8,6
Ericson15,10000,1,0.5,11000,1,1,4,3
Ericson15,10000,1,0.5,11000,1,1.25,6,5
