V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96
81,58,71,79,70,68,47,69,77,79,45,61,58,63,59,64,49,58,45,57,55,38,46,52,65,57,59,55,59,55,58,52,21,25,23,40,18,46,35,16,12,24,29,26,28,21,50,40,76,90,88,88,87,90,89,87,51,75,73,60,64,62,54,60,26,43,33,26,27,26,56,24,46,34,37,41,44,40,39,52,90,93,78,71,85,77,83,97,57,68,57,56,82,65,61,89
74,67,73,73,78,57,55,65,82,77,50,66,52,68,57,59,62,70,51,62,55,54,52,49,63,58,58,57,65,57,62,47,27,20,25,38,17,38,32,13,25,24,24,28,20,27,45,45,80,94,90,81,88,94,90,87,66,76,66,62,67,74,53,66,27,42,20,23,24,22,52,29,37,30,44,39,37,51,48,54,91,91,87,84,92,84,93,95,59,73,58,58,91,58,55,91
80,76,73,77,77,59,68,60,74,82,58,61,56,67,54,64,54,60,35,45,49,56,48,47,59,51,60,57,62,52,60,51,21,25,25,31,14,36,27,22,16,29,20,26,27,25,39,46,78,87,90,85,81,91,85,87,64,76,70,67,71,66,48,68,33,38,28,25,25,22,51,35,38,32,39,46,44,45,41,47,88,90,83,79,89,83,89,92,69,73,65,58,90,57,59,85
77,62,68,78,79,65,60,70,80,77,55,61,54,79,58,58,54,45,47,44,55,44,37,42,63,46,53,54,53,47,50,52,13,19,19,32,13,34,26,13,16,21,22,13,31,19,42,45,81,92,90,82,85,86,89,87,57,85,72,69,74,74,61,70,20,33,21,25,22,21,49,20,40,31,32,44,37,46,36,47,94,95,74,75,83,76,87,92,68,74,64,61,90,62,56,83
73,64,79,78,77,60,53,70,78,72,47,69,57,73,62,64,54,50,52,56,55,51,43,56,59,56,54,50,56,53,58,60,27,20,25,38,13,41,42,19,15,21,19,22,29,22,46,45,85,86,88,85,76,86,89,87,65,80,71,65,73,68,58,72,30,40,30,23,25,18,52,24,48,31,34,40,43,41,46,52,85,95,77,76,90,85,90,90,69,76,63,66,91,53,63,85
84,70,74,75,76,62,71,75,75,79,54,61,56,71,67,72,50,55,51,50,41,44,32,41,68,51,50,61,58,44,60,46,19,19,25,29,8,37,19,14,13,17,14,20,24,20,43,40,79,94,93,89,82,92,87,91,67,80,71,60,69,74,66,75,30,32,25,21,20,20,41,22,40,29,28,45,41,45,37,51,90,96,79,75,93,85,89,94,70,76,57,52,91,56,58,85
74,56,62,71,83,62,51,68,70,72,55,65,55,65,63,56,57,52,42,47,41,53,53,50,61,48,53,58,60,43,50,46,22,23,25,32,12,43,32,17,13,18,31,23,23,28,55,44,77,84,89,84,84,87,87,79,59,75,64,67,73,69,63,64,22,39,21,21,19,24,52,29,33,34,37,36,37,42,44,51,90,89,83,79,89,80,93,93,75,79,62,51,84,55,60,83
82,65,71,85,81,56,59,69,85,80,54,69,57,67,51,62,58,55,45,56,61,44,39,53,71,51,55,51,58,55,59,43,23,22,22,33,13,43,33,15,16,21,17,17,24,21,50,44,78,95,89,86,88,92,83,86,65,80,71,68,62,62,59,66,31,43,29,26,25,32,59,23,40,31,27,47,34,43,37,49,86,89,85,82,94,86,91,94,67,76,65,58,85,65,59,85
74,68,68,74,74,63,58,53,73,76,59,60,56,70,58,65,50,55,48,47,57,49,41,47,60,45,44,57,52,52,53,45,25,28,27,38,7,45,40,13,14,27,22,23,23,24,47,37,82,85,84,83,84,92,87,80,54,75,71,69,78,62,70,70,38,45,27,31,31,22,50,35,43,27,30,41,36,46,44,57,90,89,74,71,88,84,88,94,74,80,58,55,88,47,64,81
75,62,68,78,82,63,54,72,77,72,49,62,61,63,51,61,65,51,47,59,51,52,52,49,64,58,44,49,52,53,54,53,21,20,24,32,14,41,39,22,14,17,18,17,22,15,44,44,78,89,87,79,81,90,87,87,63,79,65,68,74,68,65,69,34,41,24,27,20,27,49,22,43,29,31,36,45,42,39,43,88,90,85,74,84,86,85,94,60,75,51,62,85,58,57,84
82,66,72,67,66,59,60,67,69,77,49,63,52,67,56,57,62,55,51,48,54,48,47,48,62,58,42,58,53,59,58,49,26,27,23,39,12,43,39,14,10,31,19,24,23,19,48,38,81,92,87,83,83,87,89,83,60,80,62,64,71,71,62,67,33,37,29,28,19,24,62,26,36,24,34,42,40,38,42,51,94,87,84,83,88,85,89,97,65,83,66,62,89,50,68,78
75,68,73,77,77,59,58,63,70,81,52,59,54,71,61,58,56,57,46,45,39,48,44,44,57,57,54,54,62,48,57,50,15,18,24,28,14,34,28,14,10,18,27,17,24,20,41,43,85,92,89,83,86,90,92,87,68,80,72,72,70,65,57,71,29,37,20,27,18,31,41,16,36,35,36,42,41,43,45,48,94,93,78,79,85,86,86,91,65,67,60,53,89,62,70,81
81,68,82,74,80,68,54,71,73,71,57,63,60,67,54,65,57,53,37,54,49,52,46,51,63,51,53,50,61,55,65,47,22,23,22,27,12,41,33,15,20,22,24,21,24,33,45,52,80,86,84,86,83,92,87,83,66,77,64,69,66,70,52,77,26,47,25,38,25,31,52,24,38,29,37,45,39,39,46,45,81,91,79,76,87,82,84,94,67,74,64,55,88,62,52,88
86,70,77,79,87,61,62,70,78,72,49,59,60,64,57,66,58,50,37,50,41,44,41,50,51,53,47,45,54,49,56,47,14,18,18,22,7,35,24,13,16,19,21,9,18,22,55,47,85,88,92,91,84,92,92,81,65,80,65,66,65,73,65,77,19,32,14,21,19,20,43,17,38,24,33,51,43,38,37,36,89,92,82,76,96,79,94,93,65,72,67,59,89,61,53,85
82,68,68,74,79,62,55,63,72,82,56,63,59,68,55,63,60,52,49,48,60,46,43,42,63,57,51,59,67,48,58,53,25,24,22,31,15,40,31,11,14,25,21,20,26,26,58,46,85,89,84,81,88,89,90,82,64,73,65,68,72,70,71,70,30,32,24,22,25,32,47,25,35,33,29,47,43,46,39,44,87,95,85,78,90,79,89,93,75,78,62,62,88,55,63,89
80,64,70,84,79,59,61,66,76,72,51,66,54,69,56,63,61,61,62,55,45,53,43,52,63,57,54,50,63,58,58,54,24,19,24,28,14,50,31,20,16,18,20,18,28,27,47,40,86,91,89,83,90,92,95,83,65,77,67,54,67,67,52,64,32,47,27,25,33,29,53,22,45,33,39,54,33,42,46,55,90,94,86,86,88,85,89,89,69,67,63,65,87,66,57,85
72,59,66,75,76,62,62,67,75,72,48,62,61,75,52,62,50,57,44,52,50,46,57,56,65,54,62,57,51,55,59,53,27,28,23,31,9,44,37,21,15,22,21,23,12,15,51,37,81,89,83,81,80,87,88,74,61,80,66,58,79,66,59,70,27,42,26,26,29,25,51,30,35,28,38,38,49,52,47,48,88,87,78,64,85,83,92,93,72,74,68,54,92,54,69,81
81,64,79,76,76,66,42,64,76,72,42,53,52,66,57,68,54,52,42,48,41,46,39,47,63,47,50,70,53,61,53,42,29,23,25,31,9,37,35,18,11,22,19,22,22,20,47,44,83,86,88,81,86,90,86,88,64,72,69,60,67,68,48,69,38,40,32,24,25,20,43,26,46,31,41,37,40,46,41,57,93,88,81,74,82,81,87,89,72,71,68,64,91,63,63,86
82,76,68,82,84,64,55,67,79,76,49,57,53,66,58,70,63,50,45,46,51,55,41,52,64,52,56,47,49,48,50,45,20,19,19,24,9,42,36,17,14,21,28,25,20,16,47,37,84,89,92,87,83,89,93,87,70,79,63,63,75,65,58,68,31,38,30,17,17,28,50,22,33,28,34,45,43,39,39,43,88,89,85,75,94,85,85,91,65,71,63,60,86,57,58,93
80,72,70,79,76,62,56,63,79,67,58,66,55,66,53,55,46,53,48,50,53,52,53,45,64,60,55,55,58,51,67,40,17,25,21,28,18,40,32,15,18,26,23,23,24,24,50,51,84,91,96,85,86,87,86,81,56,81,68,65,69,62,59,66,30,41,23,19,18,32,50,25,41,31,36,40,46,42,40,53,92,92,77,70,85,84,86,94,70,66,63,68,89,54,56,81
78,65,70,72,81,61,63,64,71,74,48,69,59,68,50,67,51,55,39,42,55,40,36,42,53,56,47,58,65,41,55,47,23,20,22,34,14,46,37,18,18,18,27,26,23,20,52,48,81,87,83,86,84,92,88,84,65,79,66,58,67,69,52,67,23,42,23,26,21,21,46,26,35,28,40,49,35,46,43,44,85,89,79,72,90,85,89,92,65,74,60,56,86,61,62,86
75,70,71,81,74,56,57,59,74,80,62,59,53,73,64,60,62,54,41,50,40,53,39,45,59,48,47,49,45,55,56,45,29,21,19,21,9,36,36,18,11,29,21,23,26,23,42,48,82,89,91,86,86,90,89,83,65,85,69,68,71,69,61,68,30,38,20,25,15,24,48,28,36,27,33,41,45,46,35,50,87,90,77,71,88,80,88,89,70,73,60,54,92,48,63,83
83,70,67,76,84,60,54,62,77,78,58,57,64,69,66,59,56,56,40,47,48,54,44,48,66,55,57,58,66,49,60,58,16,18,16,31,8,45,32,13,11,19,20,18,17,11,55,37,81,90,86,86,81,89,88,86,63,79,72,63,75,72,62,71,31,36,20,21,23,33,50,26,37,27,31,40,45,41,43,51,88,89,88,79,88,83,88,96,71,73,71,55,90,58,62,82
78,70,77,82,86,61,55,61,78,78,48,73,62,72,63,65,53,55,52,51,53,49,47,48,63,56,59,52,60,51,56,49,18,20,20,25,12,38,37,16,11,19,15,20,20,17,42,44,78,90,91,89,89,93,93,83,62,75,66,79,66,72,66,64,30,43,26,20,25,29,55,19,38,27,35,37,40,46,44,46,93,94,81,73,88,84,90,96,73,78,51,64,86,60,66,87
76,67,69,75,74,54,55,60,68,71,52,61,49,65,52,65,57,57,53,58,58,59,53,47,63,61,52,54,53,36,55,43,21,26,28,29,10,43,26,19,11,16,22,32,18,20,57,38,70,83,85,87,80,92,92,79,46,68,71,63,67,63,69,65,32,44,28,18,24,25,46,31,44,32,42,40,49,48,40,51,90,94,81,76,83,81,93,89,70,79,60,49,93,56,58,84
80,72,72,79,84,61,61,74,82,91,57,59,50,65,52,61,53,50,48,52,56,53,44,52,63,50,49,44,62,53,53,46,11,18,16,28,9,52,34,11,11,26,12,13,16,12,50,41,84,90,92,88,88,94,88,78,65,80,66,68,65,71,66,77,26,46,24,18,20,21,46,22,27,22,29,36,46,39,35,62,88,95,87,79,89,79,91,96,70,72,60,57,88,56,65,89
72,58,68,74,79,55,53,67,71,72,45,54,54,74,53,62,58,48,48,48,48,54,53,52,63,57,47,56,59,56,58,50,22,23,20,33,11,48,39,19,17,27,20,18,24,25,45,40,81,82,80,80,78,87,86,79,66,69,67,57,72,68,64,65,29,49,30,24,21,32,54,26,38,30,39,40,44,47,51,48,90,90,74,83,85,88,89,87,67,81,60,58,83,58,58,80
72,69,73,71,77,57,54,64,76,73,46,63,54,71,59,66,49,58,46,52,49,49,49,52,60,52,56,52,59,48,56,50,25,21,27,34,14,48,30,25,16,24,24,18,19,17,37,42,84,86,93,81,85,92,91,81,66,82,70,65,70,67,54,65,29,45,25,23,23,27,51,24,38,39,28,43,39,49,50,48,92,91,81,75,90,86,90,93,68,74,66,61,81,53,58,85
77,70,70,84,77,59,60,69,74,79,50,57,48,67,61,62,55,53,46,58,46,50,43,47,62,51,42,56,55,53,51,47,19,22,19,30,12,41,41,15,14,18,19,18,22,15,46,44,82,91,92,86,86,91,90,87,61,78,69,65,76,70,58,63,30,33,32,20,21,25,63,21,36,29,33,39,43,37,37,49,90,94,77,76,92,83,88,92,67,71,55,57,91,51,67,84
79,68,72,81,81,61,62,72,79,75,53,62,59,70,53,60,57,57,45,51,46,44,46,55,60,63,56,46,58,59,53,48,23,25,21,32,16,37,30,16,12,14,27,20,25,23,50,52,85,85,93,87,83,88,92,84,68,77,66,68,70,69,53,66,34,39,24,28,22,28,56,21,38,37,37,51,46,53,48,51,92,89,78,77,83,83,88,92,70,66,65,67,85,49,64,87
80,72,78,78,73,54,60,69,79,73,54,64,42,73,62,64,57,57,49,55,45,41,47,52,68,52,56,43,72,58,54,44,25,27,17,38,16,53,40,15,14,18,21,19,24,22,49,42,83,91,94,82,85,92,91,77,62,78,66,69,66,62,58,62,29,42,27,23,24,34,55,29,42,25,34,48,38,36,33,52,90,93,81,76,89,81,88,94,72,75,58,63,88,59,63,84
79,66,77,74,74,66,61,79,80,73,52,61,47,71,51,68,58,54,45,51,49,50,53,55,65,50,51,45,57,56,57,51,20,19,24,29,16,43,39,15,16,21,25,25,21,25,47,45,82,89,95,88,88,87,91,82,61,80,69,68,76,56,59,67,30,36,27,30,24,25,50,29,40,30,35,44,45,42,37,53,94,92,85,78,88,87,83,95,63,73,59,55,81,54,49,80
75,67,82,76,75,58,53,68,76,74,56,70,51,65,54,73,55,59,44,48,48,50,36,42,66,49,51,57,59,46,57,50,21,22,22,31,10,45,32,15,26,25,25,27,24,23,53,41,75,81,84,80,78,89,86,81,62,79,69,70,72,61,57,75,24,38,24,22,23,19,47,29,41,29,27,34,36,32,45,58,94,87,83,77,86,80,88,96,66,80,60,53,84,56,55,83
81,69,72,80,81,63,63,70,79,79,61,62,54,66,60,61,50,55,46,53,45,53,38,49,59,47,53,49,55,50,59,51,26,15,11,29,11,32,28,18,10,27,17,20,18,21,50,38,83,95,86,87,89,90,90,84,68,85,71,68,71,74,62,69,23,37,23,23,19,22,51,20,33,20,37,39,44,40,33,48,85,91,77,70,92,85,90,95,69,76,69,60,92,56,51,85
82,57,61,84,83,63,62,71,77,80,48,55,56,67,56,61,51,52,44,48,51,47,46,44,65,52,52,50,44,45,50,52,21,23,30,31,9,48,30,11,11,30,18,25,18,21,48,55,81,88,90,89,85,96,91,86,69,82,70,70,67,71,62,69,27,36,27,18,27,28,48,24,43,38,28,34,42,33,36,55,94,92,83,72,87,82,83,94,67,71,62,64,87,52,61,78
81,59,68,79,82,51,58,64,80,71,48,63,57,64,57,60,56,52,44,46,50,46,46,55,61,52,55,53,56,59,53,50,20,19,21,23,10,32,26,16,12,17,18,22,19,18,44,50,81,90,88,90,91,94,85,88,60,79,70,62,77,64,64,63,26,32,16,22,21,24,40,21,40,31,40,44,40,40,34,46,92,94,88,75,93,85,93,95,69,67,55,43,88,56,52,87
74,61,71,74,78,64,58,60,80,71,48,59,60,70,61,70,52,59,57,45,47,61,51,48,64,58,56,54,61,53,49,54,23,22,34,43,11,39,37,18,19,24,26,26,29,31,51,50,81,86,82,81,86,88,89,82,62,73,63,71,69,65,55,65,33,43,32,24,29,39,52,31,38,37,38,45,51,51,40,49,88,90,80,77,91,77,89,90,63,73,60,51,86,62,57,81
74,71,72,76,77,69,64,70,70,74,47,55,55,71,59,61,56,56,30,51,49,47,39,41,62,55,52,60,51,52,59,48,28,25,25,30,11,37,41,18,17,24,24,29,28,22,60,42,82,89,84,82,78,90,89,78,57,76,55,68,71,69,58,61,33,38,28,22,35,27,42,27,42,32,42,45,44,43,54,47,88,90,85,79,85,84,89,98,74,66,67,74,89,58,56,81
81,71,65,80,78,61,47,66,73,75,54,64,49,69,50,68,56,59,45,52,51,54,45,49,65,52,49,56,53,49,55,51,19,19,25,31,12,40,34,15,18,26,17,23,19,20,45,49,82,93,91,86,86,89,91,81,62,81,69,71,71,71,52,67,32,34,23,25,23,29,46,29,37,28,37,38,45,40,41,44,83,97,83,74,90,86,92,98,78,73,62,58,89,63,60,93
80,67,76,74,78,67,60,71,77,72,50,52,61,73,58,67,59,53,44,54,46,47,49,46,65,58,53,48,61,50,56,49,24,22,33,32,12,46,31,7,14,19,21,19,21,27,54,47,85,83,87,83,86,91,90,83,61,81,61,64,73,74,58,66,32,40,23,21,23,24,48,22,39,19,28,45,43,32,36,53,95,96,84,73,89,83,90,93,70,80,58,61,92,52,66,90
75,70,68,85,81,70,52,70,85,72,63,65,51,71,60,62,61,63,51,49,53,49,53,51,61,60,51,57,60,54,60,43,21,23,26,36,17,39,32,12,13,22,23,16,21,19,48,43,83,90,95,85,78,93,85,85,56,82,62,64,70,63,58,69,28,48,27,23,19,27,52,23,38,29,44,42,40,44,44,47,86,98,85,79,85,82,83,93,69,75,62,57,91,63,63,85
81,68,70,78,79,55,58,67,73,75,53,56,54,68,50,57,47,48,49,46,39,48,37,35,60,40,52,46,58,50,51,54,22,19,21,23,11,41,31,17,13,11,16,19,18,15,51,40,85,88,87,87,86,89,86,87,59,84,73,68,70,73,61,64,22,29,25,25,18,20,44,24,33,30,39,40,44,46,43,57,92,89,77,75,88,82,83,92,72,80,61,61,94,57,67,89
83,69,72,79,79,59,56,67,79,80,45,63,55,70,51,64,45,46,43,38,50,55,43,45,56,48,52,55,67,56,46,49,20,17,18,29,9,41,28,11,11,21,23,20,19,18,48,36,82,93,91,88,86,90,86,85,58,80,72,73,71,60,57,78,21,31,18,20,14,24,45,19,33,36,34,38,45,38,40,47,90,90,75,77,90,84,93,98,65,74,64,52,92,59,57,85
81,69,74,74,77,60,55,61,79,72,57,58,54,66,46,51,63,52,51,58,52,54,60,51,68,58,55,57,56,53,60,45,22,25,28,33,13,46,42,13,14,27,23,27,30,23,45,49,79,83,83,85,86,89,89,85,60,76,63,59,70,71,59,62,32,45,31,30,24,34,47,23,43,30,45,39,41,44,48,51,84,87,78,81,87,80,85,88,67,71,68,58,85,52,56,85
88,58,76,78,80,66,66,69,78,75,58,62,55,65,56,70,55,57,53,62,52,52,48,59,61,48,52,55,61,44,61,52,25,21,22,37,18,43,38,19,18,25,31,18,19,16,51,47,85,90,90,84,87,89,85,85,63,81,70,68,75,65,61,68,36,47,25,22,26,32,51,19,39,24,29,36,48,44,48,60,89,91,81,76,88,88,84,93,63,70,67,60,84,62,61,81
79,68,76,83,81,72,57,69,85,71,55,55,46,70,56,69,62,54,46,52,51,42,47,58,60,47,55,55,65,57,57,48,17,18,21,33,13,38,36,22,19,28,26,17,16,16,49,42,86,94,95,91,92,96,93,83,70,82,64,59,70,76,62,63,28,42,24,20,17,25,53,22,42,26,39,49,34,38,41,57,94,97,89,79,89,86,92,96,72,75,54,53,89,68,63,88
70,72,78,75,72,60,57,64,78,70,45,62,45,67,55,61,58,56,34,50,55,47,42,42,65,59,51,51,63,52,55,62,29,29,23,32,10,38,35,15,16,18,17,20,34,22,55,46,79,80,83,82,82,91,92,81,63,74,67,64,72,66,55,65,19,33,30,18,23,27,47,25,42,28,35,41,37,50,37,39,89,93,81,78,82,82,88,91,57,74,63,59,84,64,58,80
83,70,75,80,84,68,60,68,77,76,61,60,62,67,55,65,47,50,43,50,48,54,44,52,61,51,52,48,56,47,52,50,21,12,21,29,14,34,32,20,7,26,20,17,20,14,47,42,78,91,90,84,85,94,87,82,71,74,75,68,69,67,57,73,25,33,20,27,22,21,49,19,37,30,30,38,42,35,41,39,86,97,80,77,91,84,89,95,72,83,60,59,90,57,67,91
79,74,69,77,82,56,61,59,74,78,54,63,53,65,61,67,51,55,38,53,51,47,44,56,62,54,52,49,43,45,61,57,23,17,18,30,14,43,26,9,16,18,21,19,17,15,50,41,83,87,91,83,86,93,88,84,61,78,65,64,70,66,54,69,20,47,27,26,23,22,43,21,29,34,38,43,42,43,42,56,94,90,78,82,94,85,92,93,75,74,62,64,91,57,71,88
77,71,73,81,74,61,49,69,88,74,52,62,62,72,55,65,51,53,36,53,46,45,47,50,62,50,54,49,66,49,54,45,21,24,25,25,13,44,36,17,9,18,21,24,20,16,51,45,81,87,90,83,82,90,88,78,64,74,64,65,78,70,54,62,32,35,31,24,23,26,50,29,37,19,39,39,47,44,40,52,88,95,85,83,91,84,87,88,71,70,57,68,84,52,71,91
80,73,72,87,75,64,49,74,89,78,64,61,58,72,53,62,52,44,46,53,51,44,39,51,62,49,53,55,57,58,65,54,24,19,22,28,17,36,32,21,13,18,18,25,25,22,54,45,85,88,90,85,83,92,87,81,74,80,76,70,69,64,58,65,25,39,23,19,22,22,52,24,36,31,43,37,43,39,41,54,88,93,82,84,87,82,87,91,71,75,74,57,86,54,59,86
80,63,73,74,74,55,55,67,76,69,60,62,55,69,59,67,62,51,50,56,53,52,44,47,62,57,53,54,57,47,44,49,29,29,29,38,12,54,38,24,18,27,16,22,20,18,45,46,83,83,87,81,81,89,83,79,59,73,68,64,75,67,64,74,25,44,24,25,24,19,64,28,35,34,34,36,43,43,45,56,82,91,87,68,79,78,81,94,66,79,66,62,87,60,54,80
84,70,67,74,79,58,62,65,82,77,58,63,60,69,62,63,58,53,39,43,44,39,47,52,54,48,43,52,53,40,51,48,16,18,20,29,12,43,34,13,9,20,23,19,22,13,43,39,85,89,89,88,83,90,91,83,54,84,77,68,71,82,63,76,24,34,23,17,22,16,43,23,34,23,34,35,34,36,33,48,92,92,81,76,90,83,83,93,77,81,63,58,92,60,63,87
72,59,73,71,71,61,52,70,74,78,50,62,52,67,56,61,58,46,47,48,45,52,38,53,56,55,61,53,53,51,55,52,23,23,29,41,14,52,39,23,14,24,26,27,23,19,44,44,80,87,88,79,77,89,85,74,58,85,59,66,65,59,59,71,33,49,28,28,21,33,59,24,41,31,32,39,42,38,48,47,86,89,79,65,83,79,83,91,73,77,54,58,89,57,63,82
78,64,77,81,88,70,55,68,82,74,61,66,57,75,59,67,59,47,44,60,45,61,46,50,68,55,52,53,60,45,61,46,21,15,14,29,9,43,26,12,18,22,16,21,18,18,49,38,89,91,92,89,92,91,89,88,66,81,60,68,78,67,59,70,27,42,20,24,14,24,43,23,41,27,35,47,39,46,34,48,87,92,86,74,91,92,88,94,61,68,60,51,89,56,52,90
82,68,60,82,81,68,54,70,82,71,55,60,57,68,65,69,61,64,51,62,54,54,54,51,65,59,66,55,62,41,54,47,27,23,24,36,14,42,35,17,20,23,33,23,22,15,55,45,83,86,85,82,83,92,83,86,69,80,66,66,69,66,66,69,28,44,29,24,24,25,55,23,44,33,39,33,40,49,50,50,90,96,90,81,92,88,92,94,67,74,63,59,91,58,55,86
79,70,75,79,79,71,62,74,76,79,48,70,56,66,58,64,55,59,41,55,49,46,47,50,64,58,50,45,65,52,55,48,19,25,22,29,9,37,28,22,18,23,22,26,17,19,55,42,69,82,92,83,86,88,93,80,62,72,70,69,66,72,62,71,27,31,30,15,21,26,52,23,36,29,33,38,46,41,44,57,90,93,84,77,89,82,90,95,69,76,61,58,91,66,60,83
83,71,76,79,77,65,54,67,80,72,58,59,61,66,52,63,53,54,43,53,56,56,49,58,66,56,61,57,65,49,51,59,23,25,28,32,14,40,35,15,17,23,24,25,19,28,51,48,78,84,90,77,81,86,86,82,69,74,60,63,71,68,55,77,34,42,32,31,26,29,57,28,37,25,37,35,39,38,47,53,88,92,78,66,89,84,87,90,61,72,70,60,92,60,67,92
75,61,71,76,77,56,56,60,80,75,62,61,54,66,51,67,54,58,50,53,53,43,50,52,72,61,48,57,55,45,56,51,28,27,24,28,15,44,25,17,14,23,21,22,15,17,53,43,79,80,88,81,83,91,93,86,61,77,69,65,61,67,63,66,32,42,28,24,27,26,56,28,44,36,48,37,42,41,42,57,91,92,83,79,86,80,89,95,59,70,57,59,84,62,59,84
77,64,70,79,85,58,54,71,80,71,49,68,53,64,47,67,53,50,51,48,50,53,45,42,54,51,56,48,52,45,52,50,21,21,21,31,13,27,22,16,12,25,24,27,18,22,53,42,82,91,90,87,84,93,90,83,65,80,76,71,67,66,48,67,27,33,18,23,23,29,43,23,42,33,38,44,42,41,41,48,89,92,78,72,90,82,87,92,68,72,55,61,90,58,64,82
